id,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,Class
22434,33,self-employed,married,tertiary,no,215,no,yes,cellular,22,aug,286,2,-1,0,unknown,1
22435,52,blue-collar,married,primary,no,994,no,no,cellular,22,aug,109,2,-1,0,unknown,1
22436,35,technician,divorced,secondary,no,54,no,no,cellular,22,aug,73,2,-1,0,unknown,1
22437,36,technician,single,tertiary,no,1324,no,no,cellular,22,aug,85,2,-1,0,unknown,1
22438,31,technician,single,secondary,no,125,no,no,cellular,22,aug,78,2,-1,0,unknown,1
22439,57,housemaid,married,secondary,no,0,no,no,cellular,22,aug,197,2,-1,0,unknown,1
22440,30,management,single,tertiary,no,370,no,no,cellular,22,aug,64,2,-1,0,unknown,1
22441,55,blue-collar,married,tertiary,no,1341,no,no,cellular,22,aug,46,8,-1,0,unknown,1
22442,32,technician,single,secondary,no,90,no,no,cellular,22,aug,278,2,-1,0,unknown,1
22443,35,technician,single,tertiary,no,296,no,no,cellular,22,aug,91,2,-1,0,unknown,1
22444,54,housemaid,married,primary,no,179,no,no,cellular,22,aug,132,2,-1,0,unknown,1
22445,35,technician,married,secondary,no,13,no,no,cellular,22,aug,94,2,-1,0,unknown,1
22446,32,management,single,tertiary,no,0,no,no,cellular,22,aug,148,2,-1,0,unknown,1
22447,31,technician,single,secondary,no,5,no,no,cellular,22,aug,121,2,-1,0,unknown,1
22448,57,blue-collar,married,primary,no,1075,no,no,cellular,22,aug,164,6,-1,0,unknown,1
22449,32,self-employed,married,tertiary,no,3601,no,no,cellular,22,aug,171,15,-1,0,unknown,1
22450,55,blue-collar,married,primary,no,396,no,no,cellular,22,aug,74,2,-1,0,unknown,1
22451,55,housemaid,married,secondary,no,139,no,no,cellular,22,aug,256,2,-1,0,unknown,1
22452,34,technician,single,secondary,no,559,no,no,cellular,22,aug,259,2,-1,0,unknown,1
22453,46,management,single,tertiary,no,0,no,no,cellular,22,aug,686,2,-1,0,unknown,2
22454,33,management,single,secondary,no,-298,no,no,cellular,22,aug,168,2,-1,0,unknown,1
22455,32,technician,single,secondary,no,0,no,no,cellular,22,aug,114,2,-1,0,unknown,1
22456,49,housemaid,married,secondary,no,211,no,no,cellular,22,aug,220,2,-1,0,unknown,1
22457,36,technician,married,tertiary,no,473,no,no,cellular,22,aug,72,2,-1,0,unknown,1
22458,44,management,divorced,tertiary,yes,-26,no,no,cellular,22,aug,92,4,-1,0,unknown,1
22459,46,admin.,married,secondary,no,154,no,no,cellular,22,aug,58,2,-1,0,unknown,1
22460,36,management,divorced,tertiary,no,276,yes,no,cellular,22,aug,131,2,-1,0,unknown,1
22461,53,services,married,primary,no,6,no,no,cellular,22,aug,80,2,-1,0,unknown,1
22462,32,management,married,tertiary,no,282,no,no,cellular,22,aug,92,2,-1,0,unknown,1
22463,52,services,married,secondary,no,145,no,no,cellular,22,aug,205,4,-1,0,unknown,1
22464,50,housemaid,married,secondary,no,195,no,no,cellular,22,aug,168,2,-1,0,unknown,1
22465,33,technician,single,secondary,no,80,no,no,cellular,22,aug,572,2,-1,0,unknown,1
22466,46,services,married,secondary,no,273,no,no,cellular,22,aug,565,2,-1,0,unknown,2
22467,50,entrepreneur,married,secondary,no,7907,yes,yes,cellular,22,aug,363,2,-1,0,unknown,1
22468,57,retired,married,primary,no,333,no,no,unknown,22,aug,336,2,-1,0,unknown,1
22469,52,management,married,tertiary,no,0,no,no,cellular,22,aug,232,2,-1,0,unknown,1
22470,49,management,single,tertiary,no,11,no,no,cellular,22,aug,251,2,-1,0,unknown,1
22471,36,technician,married,secondary,no,331,no,no,cellular,22,aug,239,4,-1,0,unknown,1
22472,36,management,single,secondary,no,1898,yes,no,cellular,22,aug,243,4,-1,0,unknown,1
22473,39,technician,married,secondary,no,13165,yes,yes,cellular,22,aug,147,4,-1,0,unknown,1
22474,48,management,divorced,tertiary,no,2939,no,no,cellular,22,aug,91,4,-1,0,unknown,1
22475,52,housemaid,married,primary,no,335,no,no,cellular,22,aug,217,5,-1,0,unknown,1
22476,50,blue-collar,married,primary,no,1052,no,no,cellular,22,aug,149,4,-1,0,unknown,1
22477,50,management,single,tertiary,no,0,no,no,cellular,22,aug,128,4,-1,0,unknown,1
22478,33,management,single,tertiary,no,112,no,no,cellular,22,aug,112,4,-1,0,unknown,1
22479,47,blue-collar,married,primary,no,9346,no,no,cellular,22,aug,19,21,-1,0,unknown,1
22480,49,management,married,tertiary,no,234,no,no,cellular,22,aug,55,6,-1,0,unknown,1
22481,35,management,single,tertiary,no,1496,yes,no,cellular,22,aug,73,4,-1,0,unknown,1
22482,46,entrepreneur,married,tertiary,no,1920,no,no,cellular,22,aug,604,6,-1,0,unknown,2
22483,52,technician,married,secondary,no,2944,no,no,cellular,22,aug,22,18,-1,0,unknown,1
22484,58,retired,married,primary,no,701,no,no,cellular,22,aug,137,4,-1,0,unknown,1
22485,43,management,married,tertiary,no,1,no,no,cellular,22,aug,239,4,-1,0,unknown,1
22486,31,management,divorced,tertiary,no,-6,no,yes,cellular,22,aug,119,6,-1,0,unknown,1
22487,30,technician,married,tertiary,no,296,no,no,cellular,22,aug,1809,5,-1,0,unknown,1
22488,47,management,married,tertiary,no,5049,no,no,cellular,22,aug,47,7,-1,0,unknown,1
22489,47,housemaid,divorced,secondary,no,26,no,no,cellular,22,aug,48,4,-1,0,unknown,1
22490,31,management,single,secondary,no,2,no,no,cellular,22,aug,65,4,-1,0,unknown,1
22491,30,management,married,tertiary,no,882,no,no,cellular,22,aug,102,6,-1,0,unknown,1
22492,30,technician,married,secondary,no,817,yes,no,cellular,22,aug,180,4,-1,0,unknown,1
22493,44,management,married,tertiary,no,1383,no,no,cellular,22,aug,243,12,-1,0,unknown,1
22494,46,management,married,tertiary,no,144,no,no,cellular,22,aug,79,4,-1,0,unknown,1
22495,30,management,married,tertiary,no,696,no,no,cellular,22,aug,187,4,-1,0,unknown,1
22496,54,blue-collar,married,primary,no,2110,yes,no,cellular,22,aug,120,8,-1,0,unknown,1
22497,49,admin.,married,secondary,no,682,no,no,cellular,22,aug,86,4,-1,0,unknown,1
22498,50,admin.,married,primary,no,82,no,no,cellular,22,aug,101,4,-1,0,unknown,1
22499,38,self-employed,married,tertiary,no,656,yes,no,cellular,22,aug,508,7,-1,0,unknown,1
22500,54,unknown,married,primary,no,981,no,no,cellular,22,aug,651,12,-1,0,unknown,1
22501,34,unemployed,married,tertiary,no,10,no,no,cellular,22,aug,71,5,-1,0,unknown,1
22502,36,technician,married,tertiary,no,508,no,no,cellular,22,aug,233,4,-1,0,unknown,1
22503,47,management,married,tertiary,no,286,no,no,cellular,22,aug,557,7,-1,0,unknown,1
22504,36,management,divorced,tertiary,no,0,no,no,cellular,22,aug,247,4,-1,0,unknown,1
22505,47,blue-collar,married,primary,no,469,no,no,telephone,22,aug,208,6,-1,0,unknown,1
22506,49,management,married,tertiary,no,502,no,no,cellular,22,aug,379,4,-1,0,unknown,1
22507,50,technician,married,secondary,no,0,no,no,telephone,22,aug,295,5,-1,0,unknown,1
22508,59,housemaid,married,primary,no,57,no,no,cellular,22,aug,212,11,-1,0,unknown,1
22509,34,management,married,secondary,no,857,yes,no,cellular,22,aug,238,6,-1,0,unknown,1
22510,31,management,single,tertiary,no,-201,yes,no,cellular,22,aug,81,4,-1,0,unknown,1
22511,36,technician,single,secondary,no,159,yes,no,cellular,22,aug,251,4,-1,0,unknown,1
22512,30,unemployed,single,tertiary,no,463,no,no,cellular,22,aug,374,4,-1,0,unknown,1
22513,41,technician,married,secondary,no,994,no,no,cellular,22,aug,117,4,-1,0,unknown,1
22514,35,self-employed,married,secondary,no,1256,yes,no,cellular,22,aug,73,7,-1,0,unknown,1
22515,31,management,single,tertiary,no,47,no,no,cellular,22,aug,361,4,-1,0,unknown,1
22516,33,management,single,tertiary,no,71,no,no,cellular,22,aug,107,6,-1,0,unknown,1
22517,32,management,single,tertiary,no,17,no,no,cellular,22,aug,72,4,-1,0,unknown,1
22518,50,management,married,tertiary,yes,72,no,no,cellular,22,aug,171,13,-1,0,unknown,1
22519,39,management,single,tertiary,no,968,yes,no,cellular,22,aug,199,6,-1,0,unknown,1
22520,41,technician,married,secondary,no,0,no,no,cellular,22,aug,209,2,-1,0,unknown,1
22521,32,technician,single,tertiary,no,195,yes,no,cellular,22,aug,239,2,-1,0,unknown,1
22522,35,technician,married,tertiary,no,1006,no,no,cellular,22,aug,69,4,-1,0,unknown,1
22523,30,technician,single,secondary,no,3,no,no,cellular,22,aug,198,2,-1,0,unknown,1
22524,32,management,married,tertiary,no,4,no,no,cellular,22,aug,195,4,-1,0,unknown,1
22525,46,housemaid,married,primary,no,131,no,no,cellular,22,aug,234,4,-1,0,unknown,1
22526,31,unknown,divorced,tertiary,no,137,no,no,cellular,22,aug,385,9,-1,0,unknown,1
22527,57,retired,married,primary,no,318,no,no,cellular,22,aug,371,4,-1,0,unknown,1
22528,39,management,married,tertiary,no,0,no,no,cellular,22,aug,714,6,-1,0,unknown,1
22529,40,technician,married,tertiary,no,1207,no,no,cellular,22,aug,105,3,-1,0,unknown,1
22530,60,retired,married,secondary,no,30,no,no,cellular,22,aug,629,4,-1,0,unknown,1
22531,49,technician,married,tertiary,no,2950,yes,no,cellular,22,aug,91,16,-1,0,unknown,1
22532,32,management,married,tertiary,no,141,yes,yes,cellular,22,aug,10,13,-1,0,unknown,1
22533,34,management,single,secondary,no,0,no,no,cellular,22,aug,132,4,-1,0,unknown,1
22534,59,admin.,married,secondary,no,1575,yes,no,cellular,22,aug,1241,11,-1,0,unknown,2
22535,34,management,single,tertiary,no,1336,no,no,cellular,22,aug,217,6,-1,0,unknown,1
22536,33,entrepreneur,married,secondary,no,5809,yes,no,cellular,22,aug,219,4,-1,0,unknown,1
22537,40,management,married,tertiary,no,0,no,no,cellular,22,aug,61,4,-1,0,unknown,1
22538,32,management,single,tertiary,no,0,no,no,telephone,22,aug,28,4,-1,0,unknown,1
22539,34,management,divorced,tertiary,no,140,no,no,cellular,22,aug,80,4,-1,0,unknown,1
22540,43,technician,single,secondary,no,4990,yes,no,cellular,22,aug,88,10,-1,0,unknown,1
22541,55,management,divorced,tertiary,no,1598,no,no,cellular,22,aug,607,4,-1,0,unknown,1
22542,31,technician,single,secondary,no,354,no,yes,cellular,22,aug,186,2,-1,0,unknown,1
22543,57,technician,married,secondary,no,0,no,no,cellular,22,aug,527,6,-1,0,unknown,1
22544,36,technician,divorced,secondary,no,433,no,no,cellular,22,aug,173,3,-1,0,unknown,1
22545,36,services,married,secondary,no,33,yes,yes,cellular,22,aug,81,2,-1,0,unknown,1
22546,47,housemaid,married,secondary,no,443,no,no,cellular,22,aug,222,3,-1,0,unknown,1
22547,32,technician,married,tertiary,no,0,no,no,cellular,22,aug,277,3,-1,0,unknown,1
22548,32,management,married,tertiary,no,263,no,no,cellular,22,aug,175,1,-1,0,unknown,1
22549,36,technician,single,secondary,no,664,no,no,cellular,22,aug,309,3,-1,0,unknown,1
22550,35,technician,married,secondary,no,712,yes,yes,cellular,22,aug,97,5,-1,0,unknown,1
22551,41,management,married,tertiary,no,527,no,no,cellular,22,aug,96,1,-1,0,unknown,1
22552,51,blue-collar,married,secondary,no,548,no,no,cellular,22,aug,511,4,-1,0,unknown,1
22553,45,technician,divorced,secondary,no,88,yes,no,cellular,22,aug,55,3,-1,0,unknown,1
22554,34,management,married,secondary,no,42,no,no,cellular,22,aug,82,3,-1,0,unknown,1
22555,31,technician,single,secondary,no,373,no,no,cellular,22,aug,346,5,-1,0,unknown,1
22556,31,management,single,tertiary,no,55,no,no,cellular,22,aug,215,1,-1,0,unknown,1
22557,59,retired,married,primary,no,0,no,no,cellular,22,aug,347,1,-1,0,unknown,1
22558,32,technician,married,tertiary,no,43,no,no,cellular,22,aug,154,5,-1,0,unknown,1
22559,47,services,married,secondary,no,2322,no,no,cellular,22,aug,618,1,-1,0,unknown,1
22560,35,technician,single,secondary,no,127,no,no,cellular,22,aug,203,1,-1,0,unknown,1
22561,59,retired,married,primary,no,0,no,no,cellular,22,aug,460,1,-1,0,unknown,1
22562,56,admin.,married,secondary,no,150,no,no,cellular,22,aug,105,1,-1,0,unknown,1
22563,41,technician,married,secondary,no,65,no,no,cellular,22,aug,157,1,-1,0,unknown,1
22564,36,management,single,tertiary,no,156,no,no,cellular,22,aug,122,1,-1,0,unknown,1
22565,45,technician,married,tertiary,no,12766,no,no,cellular,22,aug,129,3,-1,0,unknown,1
22566,31,technician,single,tertiary,no,336,no,no,cellular,22,aug,661,1,-1,0,unknown,1
22567,37,management,married,secondary,no,261,no,no,cellular,22,aug,296,3,-1,0,unknown,1
22568,31,management,single,tertiary,no,1308,no,no,cellular,22,aug,323,3,-1,0,unknown,1
22569,45,management,married,tertiary,no,0,no,no,cellular,22,aug,112,3,-1,0,unknown,1
22570,31,housemaid,single,tertiary,no,0,no,no,cellular,22,aug,78,3,-1,0,unknown,1
22571,36,technician,married,secondary,no,287,no,no,cellular,22,aug,381,6,-1,0,unknown,1
22572,30,technician,single,secondary,no,0,no,no,cellular,22,aug,79,5,-1,0,unknown,1
22573,42,technician,divorced,secondary,no,2861,no,no,cellular,22,aug,30,5,-1,0,unknown,1
22574,47,services,married,tertiary,no,871,no,no,cellular,22,aug,602,9,-1,0,unknown,1
22575,37,technician,married,secondary,no,1725,no,no,cellular,22,aug,75,7,-1,0,unknown,1
22576,31,management,single,tertiary,no,18,no,no,cellular,22,aug,332,3,-1,0,unknown,1
22577,43,management,married,secondary,no,445,no,no,cellular,22,aug,108,18,-1,0,unknown,1
22578,30,technician,single,tertiary,no,0,no,no,cellular,22,aug,121,2,-1,0,unknown,1
22579,31,technician,married,secondary,no,298,no,no,cellular,22,aug,436,5,-1,0,unknown,1
22580,30,self-employed,married,tertiary,no,-517,yes,yes,cellular,22,aug,123,2,-1,0,unknown,1
22581,34,technician,single,tertiary,no,632,no,no,cellular,22,aug,215,10,-1,0,unknown,1
22582,48,blue-collar,married,primary,no,2519,no,no,telephone,22,aug,105,5,-1,0,unknown,1
22583,30,services,married,secondary,no,475,no,no,cellular,22,aug,192,5,-1,0,unknown,1
22584,37,technician,married,tertiary,no,2043,no,no,cellular,22,aug,143,4,-1,0,unknown,1
22585,53,unemployed,divorced,secondary,no,468,no,no,cellular,22,aug,153,6,-1,0,unknown,1
22586,31,technician,divorced,tertiary,no,75,no,no,cellular,22,aug,34,9,-1,0,unknown,1
22587,34,technician,married,tertiary,no,23,no,no,cellular,22,aug,289,6,-1,0,unknown,1
22588,35,management,married,tertiary,no,94,no,no,cellular,22,aug,239,3,-1,0,unknown,1
22589,47,blue-collar,married,secondary,no,4709,no,no,cellular,22,aug,78,4,-1,0,unknown,1
22590,54,management,divorced,secondary,no,2762,no,no,cellular,22,aug,309,7,-1,0,unknown,1
22591,59,admin.,married,secondary,no,6264,no,no,cellular,22,aug,353,16,-1,0,unknown,1
22592,45,services,married,secondary,no,1064,no,no,cellular,22,aug,210,6,-1,0,unknown,1
22593,49,technician,married,secondary,no,702,no,no,telephone,22,aug,145,7,-1,0,unknown,1
22594,38,housemaid,married,secondary,no,316,no,no,cellular,22,aug,101,4,-1,0,unknown,1
22595,32,management,married,tertiary,no,26,no,no,cellular,22,aug,222,6,-1,0,unknown,1
22596,46,housemaid,married,primary,no,304,no,no,cellular,22,aug,166,5,-1,0,unknown,1
22597,55,blue-collar,married,secondary,no,176,no,yes,cellular,22,aug,140,11,-1,0,unknown,1
22598,58,blue-collar,married,primary,no,4354,yes,no,cellular,22,aug,98,7,-1,0,unknown,1
22599,51,technician,married,secondary,no,130,no,no,cellular,22,aug,547,3,-1,0,unknown,1
22600,37,management,married,tertiary,no,49,no,yes,cellular,22,aug,132,1,-1,0,unknown,1
22601,50,services,single,secondary,no,321,no,no,telephone,22,aug,90,11,-1,0,unknown,1
22602,47,blue-collar,married,secondary,no,-18,no,yes,cellular,22,aug,155,2,-1,0,unknown,1
22603,53,services,married,secondary,no,1,no,no,cellular,22,aug,120,10,-1,0,unknown,1
22604,51,management,married,tertiary,no,79,no,yes,cellular,22,aug,209,7,-1,0,unknown,1
22605,33,management,single,tertiary,no,349,no,no,cellular,22,aug,182,1,-1,0,unknown,1
22606,60,blue-collar,married,primary,no,0,no,no,cellular,22,aug,195,1,-1,0,unknown,1
22607,49,blue-collar,married,primary,no,239,no,no,cellular,22,aug,90,3,-1,0,unknown,1
22608,49,blue-collar,married,primary,no,397,no,no,cellular,22,aug,263,1,-1,0,unknown,1
22609,47,blue-collar,married,primary,no,0,no,no,cellular,22,aug,98,3,-1,0,unknown,1
22610,32,self-employed,married,tertiary,no,102,no,no,cellular,22,aug,398,5,-1,0,unknown,1
22611,37,housemaid,married,primary,no,655,yes,no,cellular,22,aug,160,1,-1,0,unknown,1
22612,30,technician,married,secondary,no,394,no,no,cellular,22,aug,216,13,-1,0,unknown,1
22613,38,management,married,tertiary,no,441,yes,yes,cellular,22,aug,82,7,-1,0,unknown,1
22614,53,housemaid,married,unknown,no,0,no,no,cellular,22,aug,207,1,-1,0,unknown,1
22615,44,self-employed,married,secondary,no,465,no,no,cellular,22,aug,160,1,-1,0,unknown,1
22616,31,technician,single,secondary,no,-466,no,no,cellular,22,aug,142,1,-1,0,unknown,1
22617,40,self-employed,married,secondary,no,2,no,no,cellular,22,aug,197,5,-1,0,unknown,1
22618,41,management,divorced,tertiary,no,369,yes,no,telephone,22,aug,9,3,-1,0,unknown,1
22619,44,technician,married,secondary,no,56,no,no,cellular,22,aug,148,8,-1,0,unknown,1
22620,30,management,divorced,tertiary,no,0,no,no,cellular,22,aug,209,2,-1,0,unknown,1
22621,33,technician,married,tertiary,no,29,no,no,cellular,22,aug,94,1,-1,0,unknown,1
22622,33,technician,single,secondary,no,635,no,no,cellular,22,aug,124,1,-1,0,unknown,1
22623,31,management,single,tertiary,no,34,no,no,cellular,22,aug,121,1,-1,0,unknown,1
22624,33,management,single,secondary,no,15,no,no,cellular,22,aug,199,1,-1,0,unknown,1
22625,32,management,married,tertiary,no,2172,yes,no,cellular,22,aug,306,4,-1,0,unknown,1
22626,57,housemaid,married,unknown,no,0,no,no,cellular,22,aug,173,1,-1,0,unknown,1
22627,44,housemaid,married,primary,no,41,no,no,cellular,22,aug,299,1,-1,0,unknown,1
22628,41,housemaid,married,primary,no,46,no,no,cellular,22,aug,268,1,-1,0,unknown,1
22629,40,management,married,secondary,no,830,no,no,cellular,22,aug,155,6,-1,0,unknown,1
22630,59,blue-collar,married,primary,no,63,no,no,cellular,22,aug,176,6,-1,0,unknown,1
22631,35,technician,single,secondary,no,126,no,no,cellular,22,aug,112,2,-1,0,unknown,1
22632,33,technician,single,tertiary,no,0,no,no,cellular,22,aug,135,3,-1,0,unknown,1
22633,33,technician,single,secondary,no,0,no,no,cellular,22,aug,208,1,-1,0,unknown,1
22634,33,unknown,married,tertiary,no,8971,no,no,cellular,22,aug,138,1,-1,0,unknown,1
22635,45,technician,single,secondary,no,11,no,no,cellular,22,aug,247,1,-1,0,unknown,1
22636,35,technician,single,secondary,no,24,no,no,cellular,22,aug,392,1,-1,0,unknown,1
22637,52,self-employed,married,tertiary,no,583,yes,no,cellular,22,aug,132,1,-1,0,unknown,1
22638,58,services,married,secondary,no,818,no,no,cellular,22,aug,283,1,-1,0,unknown,1
22639,60,retired,married,unknown,no,963,no,no,cellular,22,aug,148,10,-1,0,unknown,1
22640,51,unemployed,married,secondary,no,234,no,no,cellular,22,aug,735,1,-1,0,unknown,2
22641,39,technician,married,secondary,no,140,no,no,cellular,22,aug,110,1,-1,0,unknown,1
22642,34,management,single,tertiary,no,0,no,no,cellular,22,aug,174,1,-1,0,unknown,1
22643,38,technician,married,secondary,no,299,no,no,cellular,22,aug,200,1,-1,0,unknown,1
22644,33,management,married,tertiary,no,52,no,no,cellular,22,aug,311,1,-1,0,unknown,1
22645,32,technician,divorced,tertiary,no,53,no,no,cellular,22,aug,671,2,-1,0,unknown,2
22646,50,services,married,secondary,no,26394,no,no,cellular,25,aug,206,4,-1,0,unknown,1
22647,31,technician,married,tertiary,no,1385,no,no,cellular,25,aug,116,8,-1,0,unknown,1
22648,31,technician,single,secondary,no,4028,no,yes,cellular,25,aug,139,5,-1,0,unknown,1
22649,60,retired,married,secondary,no,0,no,no,cellular,25,aug,87,2,-1,0,unknown,1
22650,46,technician,married,secondary,no,520,no,no,cellular,25,aug,61,4,-1,0,unknown,1
22651,57,retired,married,primary,no,3518,yes,no,cellular,25,aug,626,3,-1,0,unknown,2
22652,50,blue-collar,married,primary,no,19,no,no,cellular,25,aug,103,3,-1,0,unknown,1
22653,39,technician,divorced,secondary,no,115,no,no,cellular,25,aug,116,9,-1,0,unknown,1
22654,50,management,married,tertiary,no,135,no,no,cellular,25,aug,162,4,-1,0,unknown,1
22655,36,management,married,tertiary,no,591,yes,no,cellular,25,aug,109,5,-1,0,unknown,1
22656,36,management,single,tertiary,no,86,no,no,cellular,25,aug,48,4,-1,0,unknown,1
22657,58,technician,married,tertiary,no,0,no,no,cellular,25,aug,540,4,-1,0,unknown,1
22658,31,management,single,tertiary,no,0,no,no,cellular,25,aug,191,5,-1,0,unknown,1
22659,30,management,single,tertiary,no,77,no,no,cellular,25,aug,342,3,-1,0,unknown,1
22660,52,services,married,secondary,no,381,no,yes,cellular,25,aug,288,12,-1,0,unknown,1
22661,53,unknown,married,unknown,no,0,no,no,cellular,25,aug,209,5,-1,0,unknown,1
22662,51,technician,married,tertiary,no,-3,no,no,cellular,25,aug,91,9,-1,0,unknown,1
22663,33,technician,single,secondary,no,-32,no,no,cellular,25,aug,196,12,-1,0,unknown,1
22664,48,management,divorced,tertiary,no,0,no,no,cellular,25,aug,110,3,-1,0,unknown,1
22665,60,retired,married,primary,no,155,no,no,cellular,25,aug,115,7,-1,0,unknown,1
22666,50,management,divorced,tertiary,no,0,no,no,cellular,25,aug,57,3,-1,0,unknown,1
22667,59,blue-collar,married,primary,no,6271,yes,no,cellular,25,aug,102,5,-1,0,unknown,1
22668,33,technician,single,tertiary,no,137,no,no,cellular,25,aug,88,4,-1,0,unknown,1
22669,37,self-employed,married,secondary,no,119,no,no,cellular,25,aug,68,4,-1,0,unknown,1
22670,45,blue-collar,married,primary,no,185,no,no,cellular,25,aug,78,4,-1,0,unknown,1
22671,47,management,married,secondary,no,1083,no,no,cellular,25,aug,141,4,-1,0,unknown,1
22672,41,technician,married,secondary,no,2039,no,no,cellular,25,aug,160,4,-1,0,unknown,1
22673,52,management,married,tertiary,no,967,no,no,cellular,25,aug,472,10,-1,0,unknown,1
22674,35,technician,single,tertiary,no,275,yes,no,cellular,25,aug,63,5,-1,0,unknown,1
22675,34,technician,married,secondary,no,47,no,no,cellular,25,aug,132,6,-1,0,unknown,1
22676,36,management,married,tertiary,no,1235,no,no,cellular,25,aug,85,6,-1,0,unknown,1
22677,32,technician,married,secondary,yes,4,yes,yes,cellular,25,aug,132,8,-1,0,unknown,1
22678,36,management,married,tertiary,no,3874,no,no,cellular,25,aug,425,6,-1,0,unknown,1
22679,58,blue-collar,married,unknown,no,9,no,no,cellular,25,aug,50,23,-1,0,unknown,1
22680,43,technician,married,secondary,no,136,no,no,cellular,25,aug,363,7,-1,0,unknown,2
22681,55,blue-collar,married,secondary,no,467,no,no,cellular,25,aug,129,5,-1,0,unknown,1
22682,33,technician,single,secondary,no,161,no,no,cellular,25,aug,66,9,-1,0,unknown,1
22683,51,blue-collar,married,primary,no,581,no,no,cellular,25,aug,121,4,-1,0,unknown,1
22684,43,management,married,tertiary,no,676,no,no,cellular,25,aug,143,4,-1,0,unknown,1
22685,33,technician,single,secondary,no,9,no,yes,cellular,25,aug,145,8,-1,0,unknown,1
22686,32,technician,married,secondary,no,1840,yes,no,cellular,25,aug,99,13,-1,0,unknown,1
22687,37,management,married,tertiary,no,0,no,no,cellular,25,aug,112,4,-1,0,unknown,1
22688,48,management,single,tertiary,no,830,no,no,cellular,25,aug,961,4,-1,0,unknown,2
22689,40,technician,divorced,secondary,no,237,no,no,cellular,25,aug,87,5,-1,0,unknown,1
22690,30,technician,married,secondary,no,384,no,no,cellular,25,aug,73,3,-1,0,unknown,1
22691,37,management,married,tertiary,no,566,no,no,cellular,25,aug,463,4,-1,0,unknown,1
22692,46,admin.,married,secondary,no,1083,no,no,cellular,25,aug,67,9,-1,0,unknown,1
22693,53,technician,divorced,secondary,no,394,no,no,cellular,25,aug,103,5,-1,0,unknown,1
22694,38,management,divorced,tertiary,no,2350,no,no,cellular,25,aug,234,12,-1,0,unknown,1
22695,49,admin.,married,secondary,no,635,no,no,cellular,25,aug,220,3,-1,0,unknown,1
22696,33,management,single,tertiary,no,9135,yes,no,cellular,25,aug,80,4,-1,0,unknown,1
22697,56,blue-collar,married,unknown,no,3197,no,no,cellular,25,aug,83,13,-1,0,unknown,1
22698,34,technician,single,secondary,no,1174,no,no,cellular,25,aug,136,17,-1,0,unknown,1
22699,32,technician,married,secondary,no,79,yes,no,cellular,25,aug,417,4,-1,0,unknown,1
22700,46,blue-collar,married,primary,no,575,no,no,cellular,25,aug,129,3,-1,0,unknown,1
22701,38,technician,divorced,secondary,no,631,yes,no,cellular,25,aug,343,2,-1,0,unknown,1
22702,44,management,divorced,tertiary,no,96,no,no,cellular,25,aug,119,2,-1,0,unknown,1
22703,42,technician,divorced,tertiary,no,343,no,no,cellular,25,aug,87,4,-1,0,unknown,1
22704,46,blue-collar,married,secondary,no,519,yes,no,cellular,25,aug,217,6,-1,0,unknown,1
22705,45,blue-collar,married,secondary,no,221,no,yes,cellular,25,aug,153,4,-1,0,unknown,1
22706,49,blue-collar,married,secondary,no,1860,no,no,cellular,25,aug,150,3,-1,0,unknown,1
22707,42,management,single,tertiary,no,0,no,no,cellular,25,aug,129,4,-1,0,unknown,1
22708,54,housemaid,married,primary,no,470,no,no,cellular,25,aug,104,6,-1,0,unknown,1
22709,47,technician,married,tertiary,no,52,no,no,cellular,25,aug,93,5,-1,0,unknown,1
22710,54,blue-collar,married,primary,no,211,no,no,cellular,25,aug,160,6,-1,0,unknown,1
22711,43,technician,married,secondary,no,246,no,no,cellular,25,aug,113,6,-1,0,unknown,1
22712,52,management,single,tertiary,no,597,no,no,cellular,25,aug,84,4,-1,0,unknown,1
22713,33,management,single,tertiary,no,-2,no,yes,cellular,25,aug,147,6,-1,0,unknown,1
22714,49,housemaid,married,primary,no,-75,no,yes,cellular,25,aug,125,4,-1,0,unknown,1
22715,60,retired,married,tertiary,no,0,no,no,cellular,25,aug,101,3,-1,0,unknown,1
22716,32,management,married,tertiary,no,1232,no,no,cellular,25,aug,97,4,-1,0,unknown,1
22717,30,technician,single,secondary,no,175,no,no,cellular,25,aug,167,4,-1,0,unknown,1
22718,34,technician,married,secondary,no,545,yes,no,cellular,25,aug,96,4,-1,0,unknown,1
22719,37,technician,married,secondary,no,5380,no,no,cellular,25,aug,123,6,-1,0,unknown,1
22720,36,management,married,tertiary,no,46,no,no,cellular,25,aug,84,4,-1,0,unknown,1
22721,39,management,single,tertiary,no,0,no,no,cellular,25,aug,342,5,-1,0,unknown,1
22722,33,housemaid,married,primary,no,2054,no,no,cellular,25,aug,472,6,-1,0,unknown,2
22723,49,management,divorced,tertiary,no,112,no,no,cellular,25,aug,62,10,-1,0,unknown,1
22724,47,technician,married,secondary,no,1990,yes,yes,cellular,25,aug,108,4,-1,0,unknown,1
22725,46,management,married,secondary,no,0,no,no,telephone,25,aug,67,10,-1,0,unknown,1
22726,33,management,single,tertiary,no,369,no,no,cellular,25,aug,143,10,-1,0,unknown,1
22727,43,housemaid,married,primary,no,0,yes,no,cellular,25,aug,152,3,-1,0,unknown,1
22728,54,self-employed,married,secondary,no,745,no,yes,cellular,25,aug,110,6,-1,0,unknown,1
